CycID,BH.Q,PER,F_ZT0,F_ZT0.1,F_ZT0.2,F_ZT4,F_ZT4.1,F_ZT4.2,F_ZT8,F_ZT8.1,F_ZT8.2,F_ZT12,F_ZT12.1,F_ZT12.2,F_ZT16,F_ZT16.1,F_ZT16.2,F_ZT20,F_ZT20.1,F_ZT20.2,gene_product,transcript_product,data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP000167-RA,0.001269188,24,762.528,526.311,972.481,432.42,584.885,544.415,418.454,971.303,642.13,995.032,1158.53,68.9574,1187.74,1144.21,1899.67,866.461,949.672,1011.59,Lipid storage droplets surface-binding protein 2 ,Lipid storage droplets surface-binding protein 2 ,GO:0019915, GO:0005811, GO:0010890, GO:0005829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP002138-RA,0.002571701,24,29,18,49,12,11,12,27,21,21,69,55,33,83,71,74,62,41,42,cytochrome P450 ,cytochrome P450 ,GO:0020037, GO:0004497, GO:0016705, GO:0005506, GO:0004497, GO:0005506, GO:0016491, GO:0016705, GO:0020037, GO:0046872, GO:0055114, GO:0055114,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP007480-RA,7.43E-05,24,718,491,619,380,395,562,281,294,259,155,65,76,218,257,250,370,400,459,cytochrome P450 ,cytochrome P450 ,GO:0020037, GO:0005506, GO:0004497, GO:0016705, GO:0005506, GO:0016705, GO:0020037, GO:0055114, GO:0004497, GO:0016491, GO:0046872, GO:0055114,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP003343-RA,0.030003949,24,218,129,241,89,65,168,99,215,223,486,229,32,320,233,298,306,269,158,cytochrome P450 ,cytochrome P450 ,GO:0020037, GO:0005506, GO:0005789, GO:0004497, GO:0016705, GO:0016021, GO:0004497, GO:0004497, GO:0005506, GO:0016491, GO:0016705, GO:0020037, GO:0046872, GO:0055114, GO:0055114, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,,,
AGAP009363-RA,0.001269188,24,145.42,123.13,187.374,249.022,239.958,308.19,209.822,345.204,295.946,169.071,121.848,24.2006,83.5225,57.4506,75.2835,58.5601,71.8644,83.1598,cytochrome P450 ,cytochrome P450 ,GO:0020037, GO:0016705, GO:0005506, GO:0004497, GO:0004497, GO:0005506, GO:0016491, GO:0016705, GO:0020037, GO:0046872, GO:0055114, GO:0055114,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP010961-RB,0.039930755,24,1027.63,591.929,842.952,540.85,552.279,629.397,772.647,1069.96,1053.29,1738.47,1186.64,4345.9,1056.55,1104.84,1231.24,1413.7,1183.38,1204.33,cytochrome P450 ,cytochrome P450 ,GO:0020037, GO:0016705, GO:0005506, GO:0004497, GO:0016021, GO:0004497, GO:0005506, GO:0016491, GO:0016705, GO:0020037, GO:0046872, GO:0055114, GO:0055114, GO:0016020, GO:0016021, GO:0020037, GO:0016705, GO:0005506, GO:0004497, GO:0016021, GO:0004497, GO:0005506, GO:0016491, GO:0016705, GO:0020037, GO:0046872, GO:0055114, GO:0055114, GO:0016020, GO:0016021,,,,,,,
AGAP008206-RA,0.022880709,24,327,238,417,244,257,249,139,254,262,232,184,42,233,233,294,280.592,277,280,Cytochrome P450 [Source:UniProtKB/TrEMBL;Acc:A0A1S4GXK7] ,Cytochrome P450 [Source:UniProtKB/TrEMBL;Acc:A0A1S4GXK7] ,GO:0020037, GO:0016705, GO:0005506, GO:0004497, GO:0043231, GO:0004497, GO:0004497, GO:0005506, GO:0016491, GO:0016705, GO:0020037, GO:0046872, GO:0055114, GO:0055114,,,,,,,,,,,,,,,,,,,,,,,
AGAP005408-RA,0.039930755,24,308,392,280,161,189,222,230,385,289,358,239,213,349,539,518,300,390,302,unspecified product ,unspecified product ,GO:0022008, GO:0005829, GO:0005829, GO:0022008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP002224-RA,0.039930755,24,54,42,68,32,60,48,72,116,155,155,118,44,57,120,213,31,67,64,open rectifier potassium channel protein 1 ,open rectifier potassium channel protein 1 ,GO:0022841, GO:0005887, GO:0030322, GO:0071805, GO:0022841, GO:0030322, GO:0071805, GO:0005887, GO:0071805, GO:0016020, GO:0005267, GO:0005267, GO:0006811, GO:0071805, GO:0016020, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,,,
AGAP012251-RA,4.11E-04,24,972.709,874.868,1251.94,905.507,933.753,1064.54,947.171,1632.7,1836.49,3618.94,1877.11,204.927,2124.61,2650.71,2904.52,1222.89,1048.2,1340.93,inorganic phosphate cotransporter ,inorganic phosphate cotransporter ,GO:0022857, GO:0006820, GO:0005886, GO:0016021, GO:0022857, GO:0016021, GO:0055085, GO:0055085, GO:0016020, GO:0016021, GO:0022857, GO:0016021, GO:0055085, GO:0055085, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,,,,
AGAP009498-RA,0.005153499,24,196,209,361,210,372,349,275,503,409,478,562,12,284,303,414,289,259,254,"solute carrier family 17 (anion/sugar transporter), member 5 ","solute carrier family 17 (anion/sugar transporter), member 5 ",GO:0022857, GO:0006820, GO:0016021, GO:0022857, GO:0016021, GO:0055085, GO:0055085, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP007836-RA,0.01700415,20,152.728,188.524,227.672,197.159,245,203.662,176.453,383.185,280.789,253.801,405.735,114.609,290.48,331.879,361.384,177.622,127.251,177.58,sodium-coupled monocarboxylate transporter 2 ,sodium-coupled monocarboxylate transporter 2 ,GO:0022857, GO:0016021, GO:0016020, GO:0055085, GO:0022857, GO:0016021, GO:0016020, GO:0055085, GO:0022857, GO:0016021, GO:0016020, GO:0055085,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP001635-RA,0.022880709,24,21,2,66,46,69,50,15,75,106,13,16,51,8,11,26,8,2,15,sodium-coupled monocarboxylate transporter 2 ,sodium-coupled monocarboxylate transporter 2 ,GO:0022857, GO:0016021, GO:0016020, GO:0055085, GO:0022857, GO:0055085, GO:0016020, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP008335-RA,1.87E-04,24,1880,1759,1897,894,864,1115,735,1086,840,566,399,395,912,1360,1144,1355,1389,1299,solute carrier family 22 member 3 ,solute carrier family 22 member 3 ,GO:0022857, GO:0016021, GO:0055085, GO:0022857, GO:0055085, GO:0016020, GO:0016021, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP010892-RA,6.03E-04,24,524.288,527.423,609.167,445.556,444.499,608,476.645,796.235,725,1024.58,747,3015.33,813.367,944.693,936.007,803.097,676.673,652,Synaptic vesicle glycoprotein 2B ,Synaptic vesicle glycoprotein 2B ,GO:0022857, GO:0016021, GO:0055085, GO:0022857, GO:0055085, GO:0016020, GO:0016021, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP003039-RA,0.01700415,20,384,192,414,351,272,353,323,587,654,478,324,81,391,438,476,278,250,371,organic cation transporter ,organic cation transporter ,GO:0022857, GO:0016021, GO:0055085, GO:0022857, GO:0055085, GO:0016020, GO:0016021, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP012383-RA,0.01700415,20,70,40,102,67,87,117,34,91,87,48,42,2,51,41,50,73,72,84,organic cation transporter ,organic cation transporter ,GO:0022857, GO:0016021, GO:0055085, GO:0022857, GO:0055085, GO:0016020, GO:0016021, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP029592-RA,0.022880709,24,445,245,590,275,249,509,187,225,271,137,209,92,273,247,239,417,454,417,unspecified product ,unspecified product ,GO:0023052, GO:0023052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP007117-RA,0.022880709,20,324,269,474,262,242,281,200,339,275,241,200,355,195,281,308,344,351,348,unspecified product ,unspecified product ,GO:0030014, GO:0017148, GO:0006402, GO:0005634, GO:0030014, GO:0005737, GO:0031047, GO:0030014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP029101-RA,0.001269188,24,2427.33,2887.34,2711.33,1510.17,1909.23,2205.65,1225.65,2206.89,1740.52,753.872,645,410.131,1067.38,1710.81,1790.25,1196.39,1948.02,1459.78,unspecified product ,unspecified product ,GO:0030036, GO:0005815, GO:0031941, GO:0005515, GO:0005515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP009510-RA,2.98E-04,24,3391,2464,3777,4147,4114,5118,3702,5589,5104,2909,2450,11388,2249,2582,2650,2398,2526,2320,malate dehydrogenase ,malate dehydrogenase ,GO:0030060, GO:0006099, GO:0006107, GO:0006108, GO:0006734, GO:0005829, GO:0030060, GO:0006108, GO:0006099, GO:0005975, GO:0003824, GO:0019752, GO:0016616, GO:0016615, GO:0016491, GO:0003824, GO:0016491, GO:0016491, GO:0016615, GO:0016616, GO:0030060, GO:0030060, GO:0005975, GO:0006099, GO:0006108, GO:0019752, GO:0055114, GO:0055114,,,,,,,,,
AGAP007396-RB,0.01700415,12,2862.4,2706.28,3099.29,1847.99,1599.83,2536.27,2561.63,4719.94,2954.66,2605.76,2166.94,58461.2,2433.56,4145.02,3788.2,2954.02,4873.31,3833.96,epsin ,epsin ,GO:0030125, GO:0005768, GO:0030276, GO:0005886, GO:0006897, GO:0005543, GO:0030128, GO:0006897, GO:0006897, GO:0030128, GO:0006897, GO:0008289, GO:0030128, GO:0006897, GO:0030128, GO:0006897, GO:0008289, GO:0030128, GO:0006897, GO:0030128, GO:0006897, GO:0008289, GO:0030128, GO:0006897, GO:0030128,,,,,,,,,,,,
AGAP010719-RA,0.002571701,24,481,433,469,516,474,626,351,526,505,438,330,6,416,366,432,430,421,393,unspecified product ,unspecified product ,GO:0030126, GO:0006890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP001399-RA,0.030003949,24,725,735,715,785,815,1057,509,1035,871,774,529,154,617,775,792,690,763,600,Coatomer subunit beta [Source:UniProtKB/TrEMBL;Acc:Q7PXG9] ,Coatomer subunit beta [Source:UniProtKB/TrEMBL;Acc:Q7PXG9] ,GO:0030126, GO:0006891, GO:0006888, GO:0006888, GO:0006891, GO:0030126, GO:0005198, GO:0006886, GO:0000139, GO:0030126, GO:0005737, GO:0030117, GO:0016192, GO:0005198, GO:0006886, GO:0015031, GO:0016192, GO:0016192, GO:0000139, GO:0005737, GO:0005737, GO:0005794, GO:0016020, GO:0030117, GO:0030126, GO:0030663, GO:0031410,,,,,,,,,,
AGAP003183-RA,0.039930755,24,676,450,820,591,601,954,437,791,713,610,572,135,522,499,660,579,575,629,protein transport protein SEC13 ,protein transport protein SEC13 ,GO:0030127, GO:0090114, GO:0005198, GO:0006606, GO:0031080, GO:0032008, GO:0032527, GO:0090114, GO:0005829, GO:0030127, GO:0031080, GO:0030127, GO:1904263, GO:0090114, GO:0016192, GO:0005198, GO:0005764, GO:0051028, GO:0005515, GO:0005198, GO:0015031, GO:0016192, GO:0090114, GO:1904263, GO:0000139, GO:0030127,,,,,,,,,,,
AGAP003151-RA,0.01700415,24,367,341,348,325,306,431,328,465,398,487,303,7,264,287,317,261,227,294,unspecified product ,unspecified product ,GO:0030133, GO:0005085, GO:0097422, GO:0048812, GO:0005769, GO:0043005, GO:0005770, GO:0000149, GO:0045022, GO:0005886, GO:0000149, GO:0005085, GO:0045022, GO:0048812, GO:0005769, GO:0005770, GO:0005886, GO:0030133, GO:0043005, GO:0097422, GO:0005829, GO:0005515, GO:0005829,,,,,,,,,,,,,,
AGAP011456-RA,0.005153499,24,341.721,231.919,433.486,260.902,361.883,448.964,217.491,353.955,334.286,196.672,266.268,187.969,250.465,192.474,254.172,227.021,246.03,273.228,unspecified product ,unspecified product ,GO:0030134, GO:0030173, GO:0030176, GO:0097020, GO:0006888, GO:0097020, GO:0006888, GO:0030134, GO:0030173, GO:0030176, GO:0097020, GO:0006888, GO:0016021, GO:0097020, GO:0006888, GO:0016020, GO:0016021, GO:0016021,,,,,,,,,,,,,,,,,,,
AGAP007871-RA,0.00946299,24,815,712,1147,639,669,867,392,726,755,588,506,2806,613,703,832,898,813,770,mitochondrial import receptor subunit TOM40 ,mitochondrial import receptor subunit TOM40 ,GO:0030150, GO:0008320, GO:0005742, GO:0008320, GO:0030150, GO:0005742, GO:0030150, GO:0008320, GO:0005741, GO:0055085, GO:0008320, GO:0030150, GO:0055085, GO:0005741,,,,,,,,,,,,,,,,,,,,,,,
AGAP004470-RA,0.030003949,20,357,232,283,207,239,370,156,244,176,160,137,48,263,294,249,294,386,318,STE24 endopeptidase ,STE24 endopeptidase ,GO:0030176, GO:0071586, GO:0004222, GO:0004222, GO:0071586, GO:0030176, GO:0071586, GO:0004222, GO:0046872, GO:0008233, GO:0006508, GO:0004222, GO:0004222, GO:0008233, GO:0008233, GO:0008237, GO:0016787, GO:0046872, GO:0006508, GO:0006508, GO:0071586, GO:0071586, GO:0005783, GO:0005789, GO:0016020, GO:0016021,,,,,,,,,,,
AGAP001010-RA,0.030003949,24,389,393,472,520,427,553,242,571,523,453,311,3410,360,412,408,353,411,354,chondroitin sulfate synthase ,chondroitin sulfate synthase ,GO:0030206, GO:0008376, GO:0047238, GO:0032580, GO:0008376, GO:0016021, GO:0008376, GO:0016740, GO:0005794, GO:0016020, GO:0016021, GO:0032580, GO:0032580,,,,,,,,,,,,,,,,,,,,,,,,
AGAP007408-RA,0.003701424,24,61.5865,34.1929,102.433,34.9131,14.22,34.7527,6.06449,15.6577,10.9425,22,17.2257,0,35.5956,32.9705,21,167.471,50.4915,39.3754,C-type lectin (CTL) - mannose binding ,C-type lectin (CTL) - mannose binding ,GO:0030246, GO:0009897, GO:0030246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP001422-RA,0.001269188,24,39,41,46,20,28,9,5,25,8,19,12,26,46,49,47,62,50,45,unspecified product ,unspecified product ,GO:0030318, GO:0005515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP003014-RA,8.73E-04,24,731,743,737,523,526,586,442,608,675,711,571,2729,1004,1202,1282,824,1021,946,fasciculation and elongation protein zeta 2 (zygin II) ,fasciculation and elongation protein zeta 2 (zygin II) ,GO:0030424, GO:0005737, GO:0005737, GO:0030424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP005032-RB,6.03E-04,24,7941.85,6225.17,6099.52,7737.61,6289.06,8657.33,7192.23,9984.36,7464.29,3689.14,2815.64,5578.6,2774.81,2678.23,3165.34,4474.09,3688.17,3011.06,calnexin ,calnexin ,GO:0030433, GO:0005509, GO:0005789, GO:0006457, GO:0005509, GO:0006457, GO:0030968, GO:0005789, GO:0051082, GO:0005783, GO:0016021, GO:0005509, GO:0006457, GO:0005515, GO:0005509, GO:0051082, GO:0006457, GO:0005783, GO:0005783, GO:0016020, GO:0016021, GO:0005509, GO:0051082, GO:0006457, GO:0016021, GO:0005515, GO:0005783, GO:0005509, GO:0051082, GO:0006457, GO:0005783, GO:0005783, GO:0016020, GO:0016021,,,
AGAP004212-RA,8.73E-04,24,4183,3618,4982,4440,5151,5644,3036,4861,4496,2664,1846,291,2576,2856,3917,3584,3256,2710,calreticulin ,calreticulin ,GO:0030433, GO:0006457, GO:0005789, GO:0005509, GO:0005509, GO:0006457, GO:0030968, GO:0005789, GO:0051082, GO:0005788, GO:0006457, GO:0005509, GO:0005515, GO:0005783, GO:0005509, GO:0046872, GO:0051082, GO:0006457, GO:0005783, GO:0005783, GO:0005788,,,,,,,,,,,,,,,,
AGAP001945-RA,0.039930755,8,216,130,248,179,195,156,150,275,247,203,150,103,307,302,377,190,164,188,Uncharacterized protein CG12001 ,Uncharacterized protein CG12001 ,GO:0030514, GO:0005886, GO:0051301, GO:0030514, GO:0051301, GO:0005886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP002426-RA,0.01700415,24,154,123,159,111,116,191,53,101,109,93,64,9,103,130,100,138,158,117,Protein OPI10 homolog [Source:UniProtKB/Swiss-Prot;Acc:Q7PRB5] ,Protein OPI10 homolog [Source:UniProtKB/Swiss-Prot;Acc:Q7PRB5] ,GO:0030544, GO:0005829, GO:0006606, GO:0061608, GO:0005634, GO:0030544, GO:0061608, GO:0006606, GO:0005634, GO:0005829, GO:0003674, GO:0008150, GO:0005575,,,,,,,,,,,,,,,,,,,,,,,,
AGAP001990-RA,0.01700415,24,657,585,677,234,349,389,317,451,391,194,226,59,382,504,423,444,574,455,histamine-gated chloride channel subunit ,histamine-gated chloride channel subunit ,GO:0030594, GO:1902476, GO:0007268, GO:0005887, GO:0007165, GO:0043005, GO:0050877, GO:0042391, GO:0034220, GO:0045202, GO:0005254, GO:0007165, GO:0007268, GO:0034220, GO:0042391, GO:0050877, GO:1902476, GO:0005887, GO:0043005, GO:0045202, GO:0005230, GO:0004888, GO:0005254, GO:0034220, GO:0006811, GO:0016021, GO:0005216, GO:0004888, GO:0005216, GO:0005230, GO:0006811, GO:0034220, GO:0016020, GO:0016021, GO:0016021,,
AGAP002475-RA,0.030003949,24,157,143,189,97,95,149,72,123,110,74,89,0,112,139,145,100,141,110,unspecified product ,unspecified product ,GO:0030719, GO:0043186, GO:0034587, GO:0046872, GO:0046872, GO:0046872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP001369-RA,8.73E-04,24,737,724,801,845,767,1074,838,1568,1448,601,477,1260,366,520,572,488,502,399,unspecified product ,unspecified product ,GO:0030838, GO:0051017, GO:0051764, GO:2000251, GO:0005654, GO:0005829, GO:0007009, GO:0005515, GO:0007009,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP011161-RA,0.022880709,24,872,673,1414,892,855,1065,670,1033,1650,1000,541,462,609,523,955,740,624,720,transketolase ,transketolase ,GO:0030976, GO:0004802, GO:0046872, GO:0003824, GO:0003824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP003319-RA,0.005153499,24,2036,1557,2661,1533,1768,2122,1327,2647,2704,2884,2143,172,2395,2610,2833,2147,2281,2227,unspecified product ,unspecified product ,GO:0031012, GO:0008191, GO:0005615, GO:0010033, GO:0002020, GO:0051045, GO:0010951, GO:0002020, GO:0008191, GO:0010033, GO:0010951, GO:0051045, GO:0005615, GO:0031012, GO:0008191, GO:0046872, GO:0005515, GO:0008191, GO:0005576,,,,,,,,,,,,,,,,,,
AGAP006261-RA,0.012864973,20,15,9,4,0,5,1,1,5,1,127,54,52,28,53,16,12,6,12,cuticular protein RR-2 family 135 ,cuticular protein RR-2 family 135 ,GO:0031012, GO:0031012, GO:0042302, GO:0042302, GO:0042302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP009119-RA,8.73E-04,24,1122,754,1232,757,848,1228,512,915,913,611,452,1849,632,694,780,846,1069,990,suppressor of tumorigenicity protein 13 ,suppressor of tumorigenicity protein 13 ,GO:0031072, GO:0051085, GO:0061077, GO:0065003, GO:0046983, GO:0005515, GO:0046983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP004739-RA,8.73E-04,20,559,333,611,291,250,347,165,244,296,284,252,80,422,335,419,441,442,332,H/ACA ribonucleoprotein complex subunit 4 ,H/ACA ribonucleoprotein complex subunit 4 ,GO:0031118, GO:0031120, GO:1990481, GO:0000495, GO:0031429, GO:0009982, GO:0009982, GO:0000495, GO:0031118, GO:0031120, GO:1990481, GO:0031429, GO:0003723, GO:0009982, GO:0009451, GO:0001522, GO:0006396, GO:0003723, GO:0009982, GO:0001522, GO:0006396, GO:0009451,,,,,,,,,,,,,,,
AGAP009788-RA,0.012864973,20,1107,828,1229,950,979,1462,948,1592,1533,1311,1007,9028,1082,1413,1653,1190,1242,1223,translocation protein SEC62 ,translocation protein SEC62 ,GO:0031204, GO:0005783, GO:0016020, GO:0030176, GO:0015031, GO:0015031, GO:0016020, GO:0016021, GO:0030176,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP013220-RA,0.001855286,24,212.684,125.488,280.318,205.635,285.376,369.273,295.359,338.346,374.52,354.095,498.848,1,349.08,273.217,308.339,247.569,258.246,234.152,small VCP/p97-interacting protein ,small VCP/p97-interacting protein ,GO:0031225, GO:1904240, GO:1903070, GO:1904153, GO:0010508, GO:0005789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP001690-RB,4.11E-04,24,1445.25,2097.01,1166.48,2120.95,2398.3,2274,2964.44,4793.42,3626.59,3929.05,3603.9,5636.39,1527.17,1866.12,2068.64,820.925,1640.92,899.981,unspecified product ,unspecified product ,GO:0031267, GO:0006887, GO:0016020, GO:0006886, GO:0031267, GO:0006887, GO:0016020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP001690-RA,0.001855286,24,1383.75,1897.99,1439.52,1550.05,2006.7,1937,2080.56,3498.58,3052.41,2793.95,2562.1,6060.61,1155.83,1546.88,1933.36,899.075,1396.08,1004.02,unspecified product ,unspecified product ,GO:0031267, GO:0006887, GO:0016020, GO:0006886, GO:0031267, GO:0006887, GO:0016020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP029385-RA,0.001269188,24,3,10,15,40,39,162,40,105,110,17,7,10,1,0,0,0,2,1,unspecified product ,unspecified product ,GO:0031409, GO:0031409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP002171-RA,1.87E-04,20,424,377,489,219,238,333,118,257,268,246,169,68,325,404,449,352,370,360,nucleolar protein 58 ,nucleolar protein 58 ,GO:0031428, GO:0030515, GO:0032040, GO:0030515, GO:0031428, GO:0032040, GO:0005730, GO:0031428, GO:0042254, GO:0030515, GO:0032040,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP003228-RA,0.01700415,20,305,271,360,249,256,317,129,256,233,224,153,395,254,328,363,324,355,256,histone acetyltransferase type B subunit 2 ,histone acetyltransferase type B subunit 2 ,GO:0031507, GO:0005634, GO:0010468, GO:0035098, GO:0042393, GO:0016581, GO:0005515, GO:0005634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP008637-RA,0.01700415,20,635,529,698,343,532,622,302,533,454,451,300,7,521,626,719,542,680,590,autophagy related gene ,autophagy related gene ,GO:0031510, GO:0005737, GO:0019948, GO:0016925, GO:0032446, GO:0019948, GO:0016925, GO:0032446, GO:0005737, GO:0031510, GO:0046872, GO:0019948, GO:0016925, GO:0005524, GO:0008641, GO:0000166, GO:0005524, GO:0008641, GO:0019948, GO:0019948, GO:0046872, GO:0016925, GO:0016925, GO:0031510,,,,,,,,,,,,,
AGAP005977-RA,8.73E-04,24,1337,1319.73,1211,743,799.582,1036,393,796,724,237,238,4113,236,707.594,832.55,373.511,995,766.285,ariadne-2 ,ariadne-2 ,GO:0031624, GO:0061630, GO:0000209, GO:0006511, GO:0032436, GO:0000151, GO:0005737, GO:0046872, GO:0004842, GO:0016567, GO:0004842, GO:0016740, GO:0046872, GO:0016567,,,,,,,,,,,,,,,,,,,,,,,
AGAP005143-RA,6.03E-04,24,418,516,386,344,554,502,421,870,670,1072,841,1954,730,785,1096,618,739,512,E3 ubiquitin-protein ligase RNF144 ,E3 ubiquitin-protein ligase RNF144 ,GO:0031624, GO:0061630, GO:0000209, GO:0006511, GO:0032436, GO:0000151, GO:0005737, GO:0046872, GO:0016021, GO:0004842, GO:0016567, GO:0004842, GO:0016740, GO:0046872, GO:0016567, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,,,
AGAP000377-RA,1.87E-04,24,204,194,192,125,112,117,20,53,35,130,188,46,275,420,308,284,454,326,E3 ubiquitin-protein ligase ,E3 ubiquitin-protein ligase ,GO:0031624, GO:0061630, GO:0006511, GO:0043161, GO:0005737, GO:0016567, GO:0008270, GO:0006511, GO:0016740, GO:0005737, GO:0007275, GO:0008270, GO:0046872, GO:0006511, GO:0007275, GO:0016567, GO:0005634,,,,,,,,,,,,,,,,,,,,
AGAP008007-RA,0.005153499,24,1662,1455,1561,1105,1195,1475,1171,2296,1882,1886,1338,150,1851,2559,2642,2029,1914,1710,Cullin 1 [Source:UniProtKB/TrEMBL;Acc:A0A1S4GXR1] ,Cullin 1 [Source:UniProtKB/TrEMBL;Acc:A0A1S4GXR1] ,GO:0031625, GO:0006511, GO:0031146, GO:0043161, GO:0019005, GO:0031461, GO:0031625, GO:0031461, GO:0006511, GO:0031625, GO:0006511, GO:0031461,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP009953-RA,0.01700415,20,30629,22255,31399,29662,25636,39205,36174,49566,41779,42052,37786,4965,32639,34183,28509,32559,28873,23214,guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-13 ,guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-13 ,GO:0031681, GO:0005834, GO:0007186, GO:0031681, GO:0005834, GO:0007186, GO:0007200, GO:0050909, GO:0003924, GO:0007165, GO:0007186, GO:0007200, GO:0050909, GO:0005834, GO:0005886, GO:0016020,,,,,,,,,,,,,,,,,,,,,
AGAP005079-RD,0.002571701,24,5502.87,3142.69,4525.16,3696.03,3716.71,5168.84,23038.6,32885.9,26108.3,32652.3,23514,5012.37,19571.1,22725.6,22200.7,12499.6,14793.2,12728,guanine nucleotide-binding protein G(q) alpha subunit ,guanine nucleotide-binding protein G(q) alpha subunit ,GO:0031683, GO:0003924, GO:0001664, GO:0001664, GO:0003924, GO:0031683, GO:0007188, GO:0060158, GO:0005834, GO:0007188, GO:0005834, GO:0060158, GO:0007165, GO:0031683, GO:0019001, GO:0007186, GO:0003924, GO:0001664, GO:0001664, GO:0003924, GO:0019001, GO:0031683, GO:0007186, GO:0000166, GO:0005525, GO:0007165, GO:0007165, GO:0007165, GO:0031683, GO:0019001, GO:0007186, GO:0003924, GO:0001664, GO:0000166, GO:0001664, GO:0003924, 
AGAP003678-RA,8.73E-04,24,309,267,269,236,243,260,237,371,357,635,532,1847,371,472,516,367,401,302,lateral signalling target protein 2 ,lateral signalling target protein 2 ,GO:0031901, GO:0046872, GO:0046872, GO:0046872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP001872-RA,1.87E-04,24,1078,900,1146,743,702,1112,752,1332,1166,1647,1399,1018,1955,2724,2605,1684,1923,1936,U3 small nucleolar RNA-associated protein 19 ,U3 small nucleolar RNA-associated protein 19 ,GO:0032040, GO:0030692, GO:0005730, GO:0005730, GO:0030692, GO:0032040, GO:0042254, GO:0042254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGAP003992-RA,0.003701424,24,324,299,278,223,181,250,147,334,224,246,168,193,333,365,380,355,410,339,U3 small nucleolar RNA-associated protein 22 ,U3 small nucleolar RNA-associated protein 22 ,GO:0032040, GO:0032545, GO:0034456, GO:0006364, GO:0006409, GO:0006364, GO:0006409, GO:0032040, GO:0032545, GO:0034456, GO:0003723, GO:0003723, GO:0005634, GO:0005730,,,,,,,,,,,,,,,,,,,,,,,
AGAP008404-RA,0.01700415,24,59,62,144,70,122,117,59,105,134,93,57,244,52,40,57,71,67,71,unspecified product ,unspecified product ,GO:0032259, GO:0016021, GO:0008168, GO:0003676, GO:0008194, GO:0003676, GO:0008168, GO:0016740, GO:0016757, GO:0016758, GO:0032259, GO:0016020, GO:0016021,,,,,,,,,,,,,,,,,,,,,,,,
AGAP007921-RA,0.007036104,24,757,585,1014,482,597,665,328,591,715,544,401,126,521,609,742,584,739,635,sterol carrier protein 2 ,sterol carrier protein 2 ,GO:0032385, GO:0032385, GO:0006869, GO:0050633, GO:0008289, GO:0050632, GO:0033814, GO:0005777, GO:0005739, GO:0003988, GO:0016747, GO:0016746, GO:0003824, GO:0016740, GO:0016746, GO:0016747,,,,,,,,,,,,,,,,,,,,,
